MonitoringLocationIdentifier,OrganizationIdentifier.x,OrganizationFormalName.x,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,Depth,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,Result,OrganizationIdentifier.y,OrganizationFormalName.y,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode
IL_EPA_WQX-8N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-07120829-01,Sample-Routine,Water,NA,2007-12-19,3,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.27,mg/l,9.27,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Lake Forest,04060200,NA,NA,NA,NA,42.2861111,-87.7611111,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B91171800,Sample-Routine,Water,NA,1999-07-28,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,7.84,mg/l,7.84,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B00883400,Sample-Routine,Water,NA,2000-06-07,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,8.99,mg/l,8.99,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B01616700,Sample-Routine,Water,NA,2000-09-07,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,3.8,mg/l,3.8,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B11267400,Sample-Routine,Water,NA,2001-07-17,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.82,mg/l,9.82,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B01338900,Sample-Routine,Water,NA,2000-08-01,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.79,mg/l,9.79,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B02166000,Sample-Routine,Water,NA,2000-12-07,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.11,mg/l,9.11,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B02031300,Sample-Routine,Water,NA,2000-11-08,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.33,mg/l,9.33,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B00454200,Sample-Routine,Water,NA,2000-03-30,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,8.57,mg/l,8.57,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B10479100,Sample-Routine,Water,NA,2001-03-30,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.12,mg/l,9.12,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B12158600,Sample-Routine,Water,NA,2001-11-14,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.7,mg/l,10.7,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B31529200,Sample-Routine,Water,NA,2003-09-09,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,9.39,mg/l,9.39,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-B31101900,Sample-Routine,Water,NA,2003-07-08,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.8,mg/l,10.8,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C4F3041,Sample-Routine,Water,NA,2004-06-15,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.7,mg/l,10.7,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C4E0764,Sample-Routine,Water,NA,2004-05-04,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.3,mg/l,11.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C4I2553,Sample-Routine,Water,NA,2004-09-09,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.6,mg/l,10.6,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C5D2681,Sample-Routine,Water,NA,2005-04-19,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.3,mg/l,10.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C5G3391,Sample-Routine,Water,NA,2005-07-20,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11,mg/l,11,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-C5I0168,Sample-Routine,Water,NA,2005-08-31,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.3,mg/l,10.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-06061093-01,Sample-Routine,Water,NA,2006-06-28,3,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10,mg/l,10,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-9N,IL_EPA_WQX,illinois epa,IL_EPA_WQX-07120830-01,Sample-Routine,Water,NA,2007-12-19,3,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,7.49,mg/l,7.49,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,Off Fort Sheridan,04060200,NA,NA,NA,NA,42.225003,-87.702781,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16I0245,Sample-Routine,Water,NA,2016-09-07,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,13.5,mg/l,13.5,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16E0882,Sample-Routine,Water,NA,2016-05-18,9,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,20.9,mg/l,20.9,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16E0865,Sample-Routine,Water,NA,2016-05-18,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,21,mg/l,21,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16I0246,Sample-Routine,Water,NA,2016-09-07,7,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,13.2,mg/l,13.2,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00113,Sample-Routine,Water,NA,2010-10-04,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.4,mg/l,11.4,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00114,Sample-Routine,Water,NA,2010-10-04,10,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.4,mg/l,11.4,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01470,Sample-Routine,Water,NA,2010-05-26,8,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,15,mg/l,15,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01469,Sample-Routine,Water,NA,2010-05-26,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,15.8,mg/l,15.8,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SI01108,Sample-Routine,Water,NA,2010-09-16,8,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.5,mg/l,11.5,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SI01107,Sample-Routine,Water,NA,2010-09-16,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.4,mg/l,11.4,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16K0606,Sample-Routine,Water,NA,2016-11-15,7,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,23.2,mg/l,23.2,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-09,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16K0605,Sample-Routine,Water,NA,2016-11-15,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,16.1,mg/l,16.1,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48526,-87.8008,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16I0243,Sample-Routine,Water,NA,2016-09-07,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,15.3,mg/l,15.3,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16E0883,Sample-Routine,Water,NA,2016-05-18,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,19.5,mg/l,19.5,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01471,Sample-Routine,Water,NA,2010-05-26,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,14.3,mg/l,14.3,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SI01109,Sample-Routine,Water,NA,2010-09-16,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.2,mg/l,11.2,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00117,Sample-Routine,Water,NA,2010-10-04,NA,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.6,mg/l,11.6,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QH-10,IL_EPA_WQX,illinois epa,IL_EPA_WQX-16K0603,Sample-Routine,Water,NA,2016-11-15,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,16.9,mg/l,16.9,IL_EPA_WQX,illinois epa,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,NA,NA,NA,NA,42.48963,-87.8018,17,097
IL_EPA_WQX-QLM-10-01,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00193,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,12.4,mg/l,12.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.4673255892,-87.7797877764,17,097
IL_EPA_WQX-QLM-10-01,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00683,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.6,mg/l,11.6,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.4673255892,-87.7797877764,17,097
IL_EPA_WQX-QLM-10-01,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01456,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.8,mg/l,11.8,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.4673255892,-87.7797877764,17,097
IL_EPA_WQX-QLM-10-02,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00195,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.5,mg/l,10.5,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.4355093464,-87.7425607908,17,097
IL_EPA_WQX-QLM-10-02,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01458,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,14.4,mg/l,14.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.4355093464,-87.7425607908,17,097
IL_EPA_WQX-QLM-10-03,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00205,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.5,mg/l,10.5,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.413767645,-87.7672274076,17,097
IL_EPA_WQX-QLM-10-03,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01459,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,16.4,mg/l,16.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.413767645,-87.7672274076,17,097
IL_EPA_WQX-QLM-10-03,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00687,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.4,mg/l,11.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.413767645,-87.7672274076,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00207,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.6,mg/l,10.6,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01514,Sample-Routine,Water,NA,2010-05-25,34,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,13.9,mg/l,13.9,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00692,Sample-Routine,Water,NA,2010-08-09,33,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.1,mg/l,11.1,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01513,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,15.2,mg/l,15.2,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00689,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.4,mg/l,11.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-04,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00209,Sample-Routine,Water,NA,2010-10-05,32,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.8,mg/l,10.8,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.37491869,-87.79127471,17,097
IL_EPA_WQX-QLM-10-05,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00688,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.3,mg/l,11.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3426165119,-87.8216521185,17,097
IL_EPA_WQX-QLM-10-05,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00217,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.9,mg/l,10.9,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3426165119,-87.8216521185,17,097
IL_EPA_WQX-QLM-10-05,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01515,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,15.3,mg/l,15.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3426165119,-87.8216521185,17,097
IL_EPA_WQX-QLM-10-06,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00218,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,10.4,mg/l,10.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3110456788,-87.7781581784,17,097
IL_EPA_WQX-QLM-10-06,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00690,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.3,mg/l,11.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3110456788,-87.7781581784,17,097
IL_EPA_WQX-QLM-10-06,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01460,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,12.8,mg/l,12.8,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3110456788,-87.7781581784,17,097
IL_EPA_WQX-QLM-10-07,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SH00691,Sample-Routine,Water,NA,2010-08-09,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11.3,mg/l,11.3,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3017515134,-87.8225213221,17,097
IL_EPA_WQX-QLM-10-07,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SE01461,Sample-Routine,Water,NA,2010-05-25,1,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,13.4,mg/l,13.4,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3017515134,-87.8225213221,17,097
IL_EPA_WQX-QLM-10-07,IL_EPA_WQX,illinois epa,IL_EPA_WQX-SJ00210,Sample-Routine,Water,NA,2010-10-05,1.5,NA,NA,Not available,IL_EPA_WQX,Sample-collection method not available,Miscellaneous (Other),NA,Chloride,Total,11,mg/l,11,IL_EPA_WQX,illinois epa,Lake Michigan,Great Lake,NA,04060200,NA,NA,NA,NA,42.3017515134,-87.8225213221,17,097
