MonitoringLocationIdentifier,OrganizationIdentifier.x,OrganizationFormalName.x,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,Depth,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,Result,OrganizationIdentifier.y,OrganizationFormalName.y,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode
EPA_GLNPO-MI30B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M30bG19:19GM42S91:4438212,Sample-Routine,Water,Surface Water,2019-08-03,30.8,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,13.394,mg/l,13.394,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #30B,Great Lake,NA,04060200,NA,NA,NA,NA,43.9334399815,-86.5634548148,26,105
EPA_GLNPO-MI30B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M30bG19:19GM42I92:4438213,Sample-Routine,Water,Surface Water,2019-08-03,32.9,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,13.728,mg/l,13.728,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #30B,Great Lake,NA,04060200,NA,NA,NA,NA,43.9334399815,-86.5634548148,26,105
EPA_GLNPO-MI51B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M51bG19:19GM43I52:4438355,Sample-Routine,Water,Surface Water,2019-08-04,99.2,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,13.691,mg/l,13.691,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #51B,Great Lake,NA,04060200,NA,NA,NA,NA,45.1833457778,-86.1001966667,26,089
EPA_GLNPO-MI51B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M51bG19:19GM43S51:4438354,Sample-Routine,Water,Surface Water,2019-08-04,97.2,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,13.313,mg/l,13.313,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #51B,Great Lake,NA,04060200,NA,NA,NA,NA,45.1833457778,-86.1001966667,26,089
EPA_GLNPO-MI53B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M53bG19:19GM44I12:4438376,Sample-Routine,Water,Surface Water,2019-08-04,60.1,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,13.414,mg/l,13.414,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #53B,Great Lake,NA,04060200,NA,NA,NA,NA,45.4333724844,-85.2166912188,26,029
EPA_GLNPO-MI53B,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-M53bG19:19GM44S11:4438375,Sample-Routine,Water,Surface Water,2019-08-04,58.1,NA,NA,UNKNOWN,EPA_GLNPO,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,12.839,mg/l,12.839,EPA_GLNPO,EPA Great Lakes National Program,Lake Michigan Station #53B,Great Lake,NA,04060200,NA,NA,NA,NA,45.4333724844,-85.2166912188,26,029
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR07130473-07132006-0,Sample,Water,NA,2006-07-13,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,12.04,mg/l,12.04,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR0414044413-04142006-0,Sample,Water,NA,2006-04-14,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,10.11,mg/l,10.11,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR10160552-10162006-0,Sample,Water,NA,2006-10-16,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,11.55,mg/l,11.55,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR10160554C-10162006-0,Sample,Water,NA,2006-10-16,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,11.91,mg/l,11.91,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR0414044420-04142006-0,Sample,Water,NA,2006-04-14,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,10.03,mg/l,10.03,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR10160554B-10162006-0,Sample,Water,NA,2006-10-16,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,11.31,mg/l,11.31,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR07130471-07132006-0,Sample,Water,NA,2006-07-13,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,12.33,mg/l,12.33,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR10160554A-10162006-0,Sample,Water,NA,2006-10-16,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,11.68,mg/l,11.68,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR041404446-04142006-0,Sample,Water,NA,2006-04-14,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,10.07,mg/l,10.07,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR07180643-07182007-0,Sample,Water,NA,2007-07-18,7,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSVD,NA,Chloride,Total,13.4,mg/l,13.4,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR10170719-10172007-0,Sample,Water,NA,2007-10-17,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,10.5,mg/l,10.5,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR07230807-07232008-0,Sample,Water,NA,2008-07-23,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,16.52,mg/l,16.52,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI-LMICH,LRBOI,Little River Band of Ottawa Indians,LRBOI-LR04140767-04142008-0,Sample,Water,NA,2008-04-14,0,NA,NA,LRB_NUT,LRB_NUT,LRB_NUT,WSWB,NA,Chloride,Total,11.55,mg/l,11.55,LRBOI,Little River Band of Ottawa Indians,Lake Michigan,Great Lake,NA,04060104,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10051167B,Sample-Routine,Water,NA,1899-12-31,0,NA,NA,LRBOI-QAPP~LRB_QAPP,LRBIO_WQX,LRBOI-QAPP~LRB_QAPP,Water Bottle,NA,Chloride,Total,14,mg/l,14,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10051167A,Sample-Routine,Water,NA,1899-12-31,0,NA,NA,LRBOI-QAPP~LRB_QAPP,LRBIO_WQX,LRBOI-QAPP~LRB_QAPP,Water Bottle,NA,Chloride,Total,14.2,mg/l,14.2,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04150869,Sample-Routine,Water,NA,2009-04-15,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,10.31,mg/l,10.31,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR06100904A,Sample-Routine,Water,NA,2009-06-10,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.24,mg/l,12.24,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR06100904B,Sample-Routine,Water,NA,2009-06-10,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.19,mg/l,12.19,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04151001,Sample-Routine,Water,NA,2010-04-15,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.9,mg/l,11.9,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07071027,Sample-Routine,Water,NA,2010-07-07,8,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.6,mg/l,13.6,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10241068,Sample-Routine,Water,NA,2010-10-24,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,14.5,mg/l,14.5,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04151002,Sample-Routine,Water,NA,2010-04-15,8,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.8,mg/l,11.8,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07141152,Sample-Routine,Water,NA,2011-07-14,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.1,mg/l,12.1,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10051169,Quality Control Sample-Field Replicate,Water,NA,2011-10-05,9,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.7,mg/l,12.7,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04251125,Sample-Routine,Water,NA,2011-04-25,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12,mg/l,12,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04251126,Sample-Routine,Water,NA,2011-04-25,10,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.1,mg/l,12.1,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10051168,Sample-Routine,Water,NA,2011-10-05,9,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.1,mg/l,13.1,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR02021198,Sample-Routine,Water,NA,2012-02-02,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.9,mg/l,13.9,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07181260,Sample-Routine,Water,NA,2012-07-18,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.3,mg/l,13.3,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10221302,Sample-Routine,Water,NA,2012-10-22,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.6,mg/l,12.6,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR02021199,Quality Control Sample-Field Replicate,Water,NA,2012-02-02,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.7,mg/l,13.7,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04041222,Sample-Routine,Water,NA,2012-04-04,5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.5,mg/l,13.5,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04041221,Sample-Routine,Water,NA,2012-04-04,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.1,mg/l,13.1,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR02021200,Sample-Routine,Water,NA,2012-02-02,8.5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,20.7,mg/l,20.7,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04091330,Sample-Routine,Water,NA,2013-04-09,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,15.3,mg/l,15.3,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07181366,Sample-Routine,Water,NA,2013-07-18,6.7,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.2,mg/l,13.2,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04091331,Sample-Routine,Water,NA,2013-04-09,8.5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,15.6,mg/l,15.6,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07181365,Sample-Routine,Water,NA,2013-07-18,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,14.1,mg/l,14.1,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10171407,Sample-Routine,Water,NA,2013-10-17,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,14.9,mg/l,14.9,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10171408,Sample-Routine,Water,NA,2013-10-17,5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,17.6,mg/l,17.6,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07071466,Sample-Routine,Water,NA,2014-07-07,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,15.3,mg/l,15.3,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04241452,Sample-Routine,Water,NA,2014-04-24,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.2,mg/l,11.2,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04241453,Sample-Routine,Water,NA,2014-04-24,8,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.2,mg/l,11.2,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07071467,Sample-Routine,Water,NA,2014-07-07,5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,12.6,mg/l,12.6,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10161506,Sample-Routine,Water,NA,2014-10-16,6.5,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.5,mg/l,11.5,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10161505,Sample-Routine,Water,NA,2014-10-16,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.9,mg/l,11.9,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10211636,Sample-Routine,Water,NA,2015-10-21,5.8,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13,mg/l,13,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07161591,Sample-Routine,Water,NA,2015-07-16,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.5,mg/l,13.5,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR10211635,Sample-Routine,Water,NA,2015-10-21,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13.8,mg/l,13.8,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR07161592,Sample-Routine,Water,NA,2015-07-16,8,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,13,mg/l,13,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
LRBOI_WQX-LMich,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",LRBOI_WQX-LR04241574,Sample-Routine,Water,NA,2015-04-24,0,NA,NA,LRB_QAPP,LRBOI-QAPP,LRBOI Quality Assurance Project Plan,Water Bottle,NA,Chloride,Total,11.5,mg/l,11.5,LRBOI_WQX,"Little River Band of Ottawa Indians, Michigan (Tribal)",Lake Michigan,Great Lake,NA,04060103,NA,NA,NA,NA,44.25226,-86.35072,26,101
